EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
471063,323,Spanish in Context,Netherlands,Linguistics,1
481586,322,Irish Theological Quarterly,United Kingdom,Religious Studies and Theology,1
468623,322,Journal of Mediterranean Archaeology,United Kingdom,Archaeology,1
474573,322,Lidil - revue linguistique et didactiques des langues,France,Linguistics,1
483679,322,Comparative Migration Studies,Netherlands,"Gender Studies, Cultural Studies, Demography, Interdisciplinary research in the Social Sciences",4
484790,321,"Journal of Aggression, Conflict and Peace Research",United Kingdom,"Law, Psychology, Interdisciplinary research in the Social Sciences",3
482436,321,War & Society,United Kingdom,History,1
449266,321,Midland History,United Kingdom,History,1
477777,320,Studies in Christian Ethics,United Kingdom,Religious Studies and Theology,1
451484,320,Comparative Critical Studies,United Kingdom,Literature,1
482046,320,Histoire de l’éducation,France,Pedagogical & Educational Research,1
475765,320,Zeitschrift für Gesundheitspsychologie,Germany,Psychology,1
440959,319,Gesture,Netherlands,Linguistics,1
342962,319,Folia Linguistica Historica,Germany,Linguistics,1
472937,317,International Journal of Clinical and Health Psychology,Spain,Psychology,1
340160,317,Fokus på familien,Norway,Psychology,1
443054,317,Journal of Historical Pragmatics,Netherlands,Linguistics,1
446258,317,QUADERNI URBINATI DI CULTURA CLASSICA,Italy,"Anthropology, Archaeology, Classical Studies, Cultural Studies, Linguistics, Literature",6
476497,316,International Theory,United Kingdom,Political Sciences and International Relations,1
486471,316,Economic Annals-XXI/Економiчний часопис-ХХI,Ukraine,"Business and Management, Economics",2
472011,316,Acta Geographica Slovenica,Slovenia,"Cultural Studies, Demography, Economics, Environmental Studies, History, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Political Sciences and International Relations, Social Statistics and Informatics, Sociology",12
484832,316,Folia Oeconomica Stetinensia,Poland,"Business and Management, Economics",2
448262,315,Zeitschrift für Evangelische Ethik,Germany,Religious Studies and Theology,1
468528,315,International Journal of Media & Cultural Politics,United Kingdom,"Cultural Studies, Interdisciplinary research in the Social Sciences, Media Studies and Communication, Political Sciences and International Relations, Sociology",5
476408,315,Zeitschrift für Sexualforschung,Germany,Gender Studies,1
474707,315,Animation,United Kingdom,"Art and Art History, Cultural Studies, Film and Theatre Studies, Media Studies and Communication",4
475467,314,International Journal of Human Resources Development and Management,United Kingdom,Pedagogical & Educational Research,1
468624,314,Latin American and Caribbean Ethnic Studies (LACES),United Kingdom,"Cultural Studies, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
489622,314,"Itinéraires. Littérature, textes, cultures",France,"Literature, Interdisciplinary research in the Humanities",2
500495,314,Alphaville: Journal of Film and Screen Media,Ireland,"Media Studies and Communication, Film and Theatre Studies",2
438886,313,Caravelle,France,"History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Literature",4
484523,313,Entrepreneurial Business and Economics Review,Poland,"Business and Management, Economics",2
484459,313,Mind & Society,Germany,"History & Philosophy of Science, Philosophy",2
445300,312,NOWELE. North-Western European Language Evolution,Denmark,Linguistics,1
446935,312,Sign Language and Linguistics,Netherlands,Linguistics,1
475040,312,"Crime, Histoire et Sociétés",Switzerland,History,1
448213,312,Written Language & Literacy,Netherlands,Linguistics,1
486196,312,Studia theologica,Czechia,Religious Studies and Theology,1
484813,312,Orbis scholae,Czechia,Pedagogical & Educational Research,1
470351,311,Sociolinguistic Studies,United Kingdom,Linguistics,1
488896,311,Studia sportiva,Czechia,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
451434,311,Revue de la Societe d'Etudes Anglo-Americaines des XVIIe et XVIIIe Siecles,France,"Art and Art History, History, Literature",3
438721,311,Bulletin of Spanish Studies,United Kingdom,Literature,1
444437,311,Linguistics in the Netherlands,Netherlands,Linguistics,1
478827,310,Oñati Socio-legal Series,Spain,"Law, Sociology",2
442771,310,Journal of Early Modern History,Netherlands,History,1
340010,310,Norsk Antropologisk Tidsskrift,Norway,Anthropology,1
484598,310,Open Theology,Poland,Religious Studies and Theology,1
477795,309,Nordic Journal of Migration Research,Poland,Interdisciplinary research in the Social Sciences,1
436391,308,Natural Language Semantics,Netherlands,Linguistics,1
489821,308,International Journal of Human Rights in Healthcare,United Kingdom,"Law, Sociology, Interdisciplinary research in the Social Sciences",3
342515,307,Scandinavian Journal of the Old Testament,United Kingdom,Religious Studies and Theology,1
446491,307,Review of Network Economics,Germany,Economics,1
481906,307,BMGN - Low Countries Historical Review,Netherlands,History,1
343193,307,Edda. Nordisk tidsskrift for litteraturforskning,Norway,Literature,1
474925,307,African and Asian Studies,Netherlands,History,1
504859,306,Наукові Горизонти,Ukraine,"Economics, Environmental Studies",2
484082,306,Management,Poland,Business and Management,1
469079,305,Research in Language,Poland,Linguistics,1
484151,305,Nature Conservation,Bulgaria,Environmental Studies,1
440511,305,European Review of Social Psychology,United Kingdom,Psychology,1
470350,305,The Hague Journal of Diplomacy,Netherlands,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
483782,304,Journal of Tourism Futures,United Kingdom,"Business and Management, Interdisciplinary research in the Social Sciences",2
485394,304,Vadybos mokslas ir studijos – kaimo verslų ir jų infrastruktūros plėtrai,Lithuania,"Business and Management, Interdisciplinary research in the Social Sciences",2
340786,304,Cahiers de Linguistique Asie Orientale,Netherlands,Linguistics,1
490341,304,Journal of the Geographical Institute “Jovan Cvijić” SASA,Serbia,"Business and Management, Demography, Economics, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",5
475408,304,Lex Localis,Slovenia,"Law, Political Sciences and International Relations",2
477021,304,Literacy Research and Instruction,United Kingdom,Pedagogical & Educational Research,1
477347,304,Civilisations,Belgium,Anthropology,1
485365,303,Revue internationale de politique de développement,Switzerland,"Economics, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",3
503848,303,Educational Dimension,Ukraine,Pedagogical & Educational Research,1
490077,302,EDUCATION IN THE KNOWLEDGE SOCIETY (EKS),Spain,"Media Studies and Communication, Social Statistics and Informatics",2
477631,301,Deleuze Studies,United Kingdom,"Literature, Philosophy",2
486030,301,Journal of the American Philosophical Association,United Kingdom,Philosophy,1
500294,300,Sociologija,,Sociology,1
490938,300,e-cadernos CES,Portugal,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
438656,300,British Journal of Music Therapy (BJMT),United Kingdom,Musicology,1
486032,300,Think: Philosophy for everyone,United Kingdom,Philosophy,1
478281,300,"Communication & Medicine. An Interdisciplinary Journal of Healthcare, Ethics and Society",United Kingdom,Linguistics,1
444168,300,Kernos: Revue internationale et pluridisciplinaire de religion grecque antique,Belgium,"Classical Studies, Religious Studies and Theology",2
441758,299,International Journal of Artificial Intelligence in Education,Netherlands,Pedagogical & Educational Research,1
471871,299,Across Languages and Cultures,Hungary,Linguistics,1
488889,298,Psicoterapia e Scienze Umane,Italy,"Cultural Studies, Gender Studies, History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Pedagogical & Educational Research, Philosophy, Psychology, Sociology",11
469341,297,Rechtsgeschichte – Legal History,Germany,"History, Law",2
482455,297,Cahiers du Centre d'Études Chypriotes,France,"Archaeology, Classical Studies, History",3
471643,297,Twentieth-Century Music,United Kingdom,Musicology,1
489111,297,Economía Agraria y Recursos Naturales - Agricultural and Resource Economics,Spain,"Business and Management, Economics",2
485604,296,Transnational Environmental Law,United Kingdom,Law,1
484864,296,Academicus International Scientific Journal (Academicus ISJ),Albania,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
498403,295,Юридичний журнал «Право України»,Ukraine,Law,1
485564,294,Temporalités. Revue de sciences humaines et sociales,France,"History, Interdisciplinary research in the Social Sciences, Sociology",3
476187,294,European Journal of Tourism Research,Bulgaria,Business and Management,1
497865,294,Wiadomości Statystyczne. The Polish Statistician,Poland,"Business and Management, Demography, Economics, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",5
475493,294,Adaptation,United Kingdom,"Film and Theatre Studies, Literature",2
438059,293,Archivo Español de Arte,Spain,Art and Art History,1
488433,293,"e-PEDAGOGIUM, nezávislý odborný časopis pro interdisciplinární výzkum v pedagogice",Czechia,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
473939,292,Revesco. Revista de Estudios Cooperativos,Spain,"Business and Management, Interdisciplinary research in the Social Sciences",2
442446,292,Journal of Archaeological Research,Netherlands,Archaeology,1
470222,291,Linguistik Online,Germany,Linguistics,1
487637,291,Open Library of Humanities,United Kingdom,"Anthropology, Archaeology, Art and Art History, Classical Studies, Cultural Studies, Film and Theatre Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Library and Information Science, Linguistics, Literature, Media Studies and Communication, Musicology, Pedagogical & Educational Research, Philosophy, Political Sciences and International Relations, Psychology, Religious Studies and Theology, Sociology",21
472482,290,Cyberpsychology : Journal of Psychosocial Research on Cyberspace,Czechia,"Media Studies and Communication, Psychology",2
451315,290,Nottingham Medieval Studies,Belgium,"History, Literature",2
484095,290,Black Theology,United Kingdom,Religious Studies and Theology,1
447348,290,Syntax,United Kingdom,Linguistics,1
445889,290,Pneuma: The Journal of the Society for Pentecostal Studies,Netherlands,Religious Studies and Theology,1
482111,290,"Parliaments, Estates & Representation",United Kingdom,"History, Law, Political Sciences and International Relations",3
471251,289,Journal of Romance Studies,United Kingdom,Literature,1
476157,289,Boletín de la Asociación de Geógrafos Españoles,Spain,"Environmental Studies, Human Geography and Urban Studies",2
451404,288,Belgian Journal of Linguistics,Netherlands,Linguistics,1
443138,288,Journal of Interactive Media in Education,United Kingdom,"Library and Information Science, Media Studies and Communication",2
442038,288,International Journal of Systematic Theology,United Kingdom,Religious Studies and Theology,1
496717,288,Archaeological Research in Asia,Netherlands,"Anthropology, Archaeology",2
492959,288,Sociologia Urbana e Rurale,Italy,"Sociology, Human Geography and Urban Studies",2
477421,288,Online Journal of Communication and Media Technologies,Cyprus,"Media Studies and Communication, Pedagogical & Educational Research",2
498638,287,Problemos,Lithuania,Philosophy,1
491325,287,Voluntary Sector Review,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
493439,287,Medicni perspektivi,Ukraine,"Science and Technology Studies, Environmental Studies, Psychology",3
474073,287,RICYDE. Revista Internacional de Ciencias del Deporte,Spain,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Psychology",3
478922,287,Analytic Philosophy,United Kingdom,Philosophy,1
442448,287,Journal of Architectural Conservation,United Kingdom,Art and Art History,1
489512,286,Journal of Work and Organizational Psychology,Spain,Psychology,1
470917,286,Morphology,Netherlands,Linguistics,1
485363,286,Physical Education of Students,Ukraine,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
503023,285,China Finance Review International (CFRI),United Kingdom,Economics,1
470387,285,Journal of African Media Studies,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
472040,284,Advances in Cognitive Psychology,Poland,Psychology,1
478839,284,Ming Studies,United Kingdom,"Cultural Studies, History",2
484188,284,Asian Journal of International Law,United Kingdom,Law,1
483670,284,Oeconomia Copernicana,Poland,"Business and Management, Economics",2
484966,282,Creativity Studies,Lithuania,"Cultural Studies, Sociology",2
484745,282,Health Psychology Report,Poland,Psychology,1
499092,282,НЕПЕРЕРВНА ПРОФЕСІЙНА ОСВІТА: ТЕОРІЯ І ПРАКТИКА,Ukraine,"Pedagogical & Educational Research, Interdisciplinary research in the Humanities",2
472494,281,Dela,Slovenia,"Environmental Studies, Human Geography and Urban Studies",2
343568,281,Languages in Contrast: International Journal for Contrastive Linguistics,Netherlands,Linguistics,1
470022,281,Social influence,United Kingdom,Psychology,1
488810,280,Revus - Revija za ustavno teorijo in filozofijo prava,Slovenia,"Law, Philosophy",2
474783,280,Translation and Interpreting Studies,Netherlands,Linguistics,1
488982,279,Open Linguistics,Poland,Linguistics,1
498669,279,Teisė,Lithuania,Law,1
485552,278,Journal of Technology and Information Education,Czechia,Pedagogical & Educational Research,1
483897,278,Revista ICONO 14,Spain,"Media Studies and Communication, Science and Technology Studies",2
439938,277,Disputatio,Portugal,Philosophy,1
480207,277,apunts: Educación Física y Deportes,Spain,"Gender Studies, Interdisciplinary research in the Humanities, Pedagogical & Educational Research",3
447892,277,Travaux de Linguistique: Revue internationale de linguistique française,Belgium,Linguistics,1
476949,277,Journal of Accounting in Emerging Economies,United Kingdom,Business and Management,1
469917,277,Annals of Actuarial Science,United Kingdom,Business and Management,1
480130,276,Language and Dialogue,Netherlands,Linguistics,1
504973,276,Neotropical Biology and Conservation,Bulgaria,Environmental Studies,1
480197,276,The Mental Lexicon,Netherlands,"Linguistics, Psychology",2
446660,276,Rivista di storia della filosofia,Italy,Philosophy,1
503153,276,Baština,Serbia,"Art and Art History, History, History & Philosophy of Science, Cultural Studies, Library and Information Science, Media Studies and Communication, Film and Theatre Studies, Business and Management, Economics, Law, Linguistics, Literature, Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",15
476375,276,KulturPoetik,Germany,Literature,1
484796,276,Polish Journal of Sport and Tourism,Poland,"Environmental Studies, Human Geography and Urban Studies",2
449269,276,Oriente Moderno,Netherlands,"Cultural Studies, History",2
486842,275,International Journal of Technology Management & Sustainable Development,United Kingdom,"Business and Management, Environmental Studies, Interdisciplinary research in the Social Sciences, Science and Technology Studies",4
483993,275,Urbani Izziv,Slovenia,Human Geography and Urban Studies,1
476393,274,Gender and Language,United Kingdom,"Interdisciplinary research in the Social Sciences, Linguistics",2
470665,274,Metaphysica,Germany,Philosophy,1
503935,274,Fossil Record,Germany,Environmental Studies,1
497755,274,Sexual and Reproductive Health Matters (SRHM),United Kingdom,Anthropology,1
494090,274,Communication & Society,Spain,Media Studies and Communication,1
488656,274,Studia Kinanthropologica,Czechia,"History, Pedagogical & Educational Research",2
469883,273,Home Cultures,United Kingdom,Art and Art History,1
482928,273,Palimpsestes,France,Linguistics,1
485295,273,Asian Journal of Comparative Law (AsJCL),United Kingdom,Law,1
442352,272,Journal of African Languages and Linguistics,Germany,Linguistics,1
343406,272,Anthropology in Action,United Kingdom,Anthropology,1
441761,272,The International Journal of Asian Studies,United Kingdom,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
484825,271,Studies in Second Language Learning and Teaching,Poland,"Linguistics, Pedagogical & Educational Research",2
489552,271,Open Archaeology,Poland,Archaeology,1
482875,271,Teoría de la Educación. Revista Interuniversitaria,Spain,Pedagogical & Educational Research,1
470231,271,Digital kompetanse,Norway,Pedagogical & Educational Research,1
483669,270,Equilibrium,Poland,Economics,1
446838,269,Sefarad,Spain,"History, Religious Studies and Theology",2
496966,269,Clínica y Salud,Spain,Psychology,1
484035,269,RIED. Revista Iberoamericana de Educación a Distancia,Spain,Pedagogical & Educational Research,1
486503,268,LOGOS: Journal of the World Publishing Community,Netherlands,"Cultural Studies, History, Library and Information Science, Literature, Media Studies and Communication",5
502553,268,Revue des sciences sociales,France,"Anthropology, Cultural Studies, Sociology, Interdisciplinary research in the Social Sciences",4
500539,268,Edukacja Ekonomistów i Menedżerów,Poland,"Business and Management, Interdisciplinary research in the Social Sciences",2
437208,268,Acta Linguistica Hungarica,Hungary,Linguistics,1
488454,268,Acta Gymnica,Czechia,"Anthropology, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Psychology",4
471317,268,Traditiones,Slovenia,Anthropology,1
490827,267,IdeAs. Idées d’Amériques,France,Interdisciplinary research in the Social Sciences,1
487025,267,Studies in Australasian Cinema,United Kingdom,"Cultural Studies, Film and Theatre Studies",2
446629,266,Revue philosophique de la France et de l'étranger,France,Philosophy,1
484468,266,Philosophia Reformata,Netherlands,"Philosophy, Religious Studies and Theology",2
497182,266,Науковий Вісник Полісся,Ukraine,"Business and Management, Economics",2
442186,266,Islamic Law and Society,Netherlands,Law,1
477361,265,Journal of Teacher Education for Sustainability,Latvia,Pedagogical & Educational Research,1
476216,265,Amfiteatru Economic,Romania,"Business and Management, Economics, Interdisciplinary research in the Social Sciences, Social Statistics and Informatics",4
341519,265,Dead Sea Discoveries,Netherlands,Religious Studies and Theology,1
486402,265,Deturope – the Central European Journal of Regional Development and Tourism,Serbia,"Business and Management, Economics, Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Media Studies and Communication, Sociology",8
498626,264,ILCEA,France,"Gender Studies, History, Cultural Studies, Film and Theatre Studies, Political Sciences and International Relations, Environmental Studies, Literature, Interdisciplinary research in the Humanities",8
448318,263,Zeitschrift für Unternehmensgeschichte,Germany,History,1
484941,263,Papers from the Institute of Archaeology,United Kingdom,Archaeology,1
488738,263,Zbornik radova Filozofskog fakulteta u Prištini,Serbia,"Art and Art History, Cultural Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature, Pedagogical & Educational Research, Philosophy, Psychology, Sociology",11
444239,262,La linguistique,France,Linguistics,1
504327,262,Carnets. Revue électronique d’Études Françaises,France,"Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",4
471936,262,Photography and Culture,United Kingdom,Art and Art History,1
486736,261,International Journal of Philosophy and Theology,United Kingdom,Religious Studies and Theology,1
484012,261,Economic Quality Control,Germany,Economics,1
495196,261,GeoJournal of Tourism and Geosites,Romania,"Human Geography and Urban Studies, Interdisciplinary research in the Humanities",2
484563,260,Longitudinal and Life Course Studies,United Kingdom,"Sociology, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",3
481846,260,Canadian-American Slavic Studies,Netherlands,Literature,1
483965,259,EDUCAR,Spain,Pedagogical & Educational Research,1
489442,259,Journal of Forensic Practice,United Kingdom,Psychology,1
342961,259,"Worldviews: Global Religions, Culture, and Ecology",Netherlands,"Interdisciplinary research in the Social Sciences, Religious Studies and Theology",2
480327,259,Central European Business Review,Czechia,"Business and Management, Economics",2
440013,258,Early Music History,United Kingdom,Musicology,1
478837,258,Terrae Incognitae,United Kingdom,"Environmental Studies, History",2
490508,258,Journal of Innovation & Knowledge (JIK),Spain,"Business and Management, Economics",2
486588,258,Ateliers d'anthropologie,France,Anthropology,1
444732,258,Medieval Encounters,Netherlands,History,1
477933,258,Review of Cognitive Linguistics,Netherlands,Linguistics,1
444495,258,L1-Educational Studies in Language and Literature,Netherlands,"Interdisciplinary research in the Humanities, Pedagogical & Educational Research",2
474818,257,European Journal for Philosophy of Religion,Austria,Philosophy,1
484092,257,Landscapes,United Kingdom,"History, Environmental Studies",2
483376,257,Investigaciones de Historia Economica,Spain,"Economics, History",2
484934,257,Journal of Open Research Software,United Kingdom,"Science and Technology Studies, Pedagogical & Educational Research",2
477752,256,Contemporary Women's Writing (CWW),United Kingdom,Literature,1
448250,256,Zeitschrift für Anglistik and Amerikanistik,Germany,"Literature, Linguistics",2
483086,256,International Journal of Francophone Studies,United Kingdom,"Cultural Studies, Human Geography and Urban Studies, Literature, Political Sciences and International Relations",4
441029,256,Guerres mondiales et conflits contemporains,France,History,1
474005,255,Revista Galega de Economía,Spain,"Business and Management, Economics",2
470232,255,Exchange. Journal of Contemporary Christianities in Context,Netherlands,Religious Studies and Theology,1
444381,254,Les Études philosophiques,France,Philosophy,1
341321,254,Acta Archaeologica,United Kingdom,Archaeology,1
482012,254,Revista de Investigación Educativa,Spain,Pedagogical & Educational Research,1
472896,254,Intangible Capital,Spain,Interdisciplinary research in the Social Sciences,1
505196,252,Revista PH,Spain,"Archaeology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
484746,252,Current Issues in Personality Psychology,Poland,Psychology,1
475760,252,Sacris Erudiri: A Journal of Late Antique and Medieval Christianity,Belgium,"Classical Studies, History, Literature, Religious Studies and Theology",4
472320,252,Cahiers de Narratologie,France,Literature,1
480867,251,Manuscripta: A Journal for Manuscript Research,Belgium,"History, Literature",2
485083,251,Laboratory Phonology,United Kingdom,Linguistics,1
487518,251,ARCHIVIO DI STUDI URBANI E REGIONALI,Italy,"Human Geography and Urban Studies, Interdisciplinary research in the Humanities",2
470884,251,Corpus Linguistics and Linguistic Theory,Germany,Linguistics,1
445285,250,Nottingham French Studies,United Kingdom,Literature,1
484899,250,Tekstualia. Palimpsesty Literackie Artystyczne Naukowe,Poland,"Interdisciplinary research in the Humanities, Literature",2
478828,250,Publications of the English Goethe Society,United Kingdom,Literature,1
483021,249,Revue d'histoire du XIXe siècle,France,History,1
491283,249,Doxa Comunicación,Spain,"Media Studies and Communication, Interdisciplinary research in the Social Sciences",2
480004,249,Reformation and Renaissance Review,United Kingdom,Religious Studies and Theology,1
438802,248,Cambridge quarterly,United Kingdom,Literature,1
483740,248,"Advances in Dual Diagnosis: Policy, practice and research in mental health and substance use",United Kingdom,Psychology,1
499022,248,"Archiwa, Biblioteki i Muzea Kościelne",Poland,"Art and Art History, History, Cultural Studies, Library and Information Science, Law, Religious Studies and Theology, Interdisciplinary research in the Humanities",7
482521,248,History of Education Review,United Kingdom,Pedagogical & Educational Research,1
489594,246,Questions Vives. Recherches en éducation,France,Pedagogical & Educational Research,1
502150,245,Management: Journal of Sustainable Business and Management Solutions in Emerging Economies,Serbia,"Business and Management, Economics",2
502241,245,Економіка України,Ukraine,"Business and Management, Economics",2
446551,245,Revista de literatura,Spain,Literature,1
437195,244,Acta Ethnographica Hungarica,Hungary,"Anthropology, Musicology",2
480695,244,Journal of empirical theology,Netherlands,Religious Studies and Theology,1
468505,244,Tidsskrift for kjønnsforskning,Norway,Gender Studies,1
479859,244,Filozofija i društvo,Serbia,"Interdisciplinary research in the Social Sciences, Philosophy",2
488660,243,Sociologia del diritto,Italy,"Law, Sociology",2
483987,243,"Ekonomika, Casopis za ekonomsku teoriju i praksu i drustvena pitanja",Serbia,"Business and Management, Economics",2
474761,243,"Art, Design & Communication in Higher Education",United Kingdom,"Art and Art History, Pedagogical & Educational Research",2
488365,243,Zbornik Instituta za pedagoška istraživanja,Serbia,Pedagogical & Educational Research,1
504614,243,International Review of Applied Sciences and Engineering,Hungary,"Media Studies and Communication, Business and Management, Economics, Science and Technology Studies, Social Statistics and Informatics, Human Geography and Urban Studies",6
478753,242,Center for Educational Policy Studies Journal – CEPS Journal,Slovenia,Pedagogical & Educational Research,1
471794,241,Journal for European Environmental & Planning Law,Netherlands,Law,1
481591,241,Jazykovedný casopis,Slovakia,Linguistics,1
485785,241,Asian Cinema,United Kingdom,Film and Theatre Studies,1
489044,241,Inovacije u nastavi,Serbia,Pedagogical & Educational Research,1
498508,241,Gospodarka Narodowa. The Polish Journal of Economics,Poland,"Business and Management, Economics",2
482951,241,Pedagogicka orientace,Czechia,Pedagogical & Educational Research,1
486449,240,Verbum Vitae. Kwartalnik biblijno-teologiczny,Poland,Religious Studies and Theology,1
437977,240,Arabic Sciences and Philosophy: A Historical Journal,United Kingdom,History & Philosophy of Science,1
486103,240,Diacronia,Romania,Linguistics,1
474731,240,Corpora,United Kingdom,Linguistics,1
481806,240,Romanistisches Jahrbuch,Germany,"Linguistics, Literature",2
487811,239,Internet Policy Review,Germany,"Library and Information Science, Media Studies and Communication, Science and Technology Studies, Social Statistics and Informatics",4
484069,238,XLinguae: European Scientific Language Journal,Slovakia,"Linguistics, Pedagogical & Educational Research",2
474791,238,Revista Española de Orientación y Psicopedagogía,Spain,Pedagogical & Educational Research,1
480576,238,Science & Technology Studies,Finland,"History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Philosophy, Sociology",5
439780,238,Daphnis. Zeitschrift für Mittlere Deutsche Literatur und Kultur der Frühen Neuzeit,Netherlands,Literature,1
484831,238,Journal of Central Banking Theory and Practice,Montenegro,"Business and Management, Economics",2
340920,237,Historisk Tidsskrift (Norge),Norway,History,1
482182,237,Irish Economic and Social History,United Kingdom,"Economics, History",2
468530,236,Cadernos de Estudos Africanos,Portugal,"History, Interdisciplinary research in the Social Sciences",2
483181,236,Zeitschrift für Pädagogik und Theologie,Germany,"Pedagogical & Educational Research, Religious Studies and Theology",2
469358,236,Inner Asia,Netherlands,Anthropology,1
484032,235,"Spal, Revista de Prehistoria y Arqueología de la Universidad de Sevilla",Spain,Archaeology,1
445657,235,Peritia: Journal of the Medieval Academy of Ireland,Belgium,History,1
496799,233,Zeszyty Prawnicze,Poland,"History, Law",2
451330,233,Amsterdamer Beiträge zur älteren Germanistik,Netherlands,Linguistics,1
487489,233,Critical and Radical Social Work,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
488497,232,Economia agro-alimentare / Food Economy,Italy,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
480871,232,Interest Groups & Advocacy,United Kingdom,Political Sciences and International Relations,1
487821,232,Language Testing in Asia,Germany,Linguistics,1
470786,232,Studia Slavica Academiae Scientiarum Hungaricae,Hungary,Linguistics,1
475518,232,East Central Europe,Netherlands,History,1
451293,232,Explorations in Media Ecology,United Kingdom,"Interdisciplinary research in the Humanities, Media Studies and Communication",2
474788,231,Journal of Politeness Research,Germany,Linguistics,1
501811,231,Megatrend revija,Serbia,"Business and Management, Economics, Law",3
484925,231,Cultura_Ciencia_Deporte (CCD),Spain,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
471180,231,Statistics Education Research Journal,Netherlands,Pedagogical & Educational Research,1
478912,231,Logic and Logical Philosophy,Poland,Philosophy,1
486682,231,Acta Scientiarum Polonorum Formatio Circumiectus,Poland,"Economics, Environmental Studies, Science and Technology Studies",3
484058,231,European Spatial Research and Policy,Poland,"Environmental Studies, Interdisciplinary research in the Social Sciences",2
479806,231,"Journal of Entrepreneurship, Management and Innovation (JEMI)",Poland,"Business and Management, Economics",2
446748,231,Samuel Beckett Today/Aujourd'hui,Netherlands,Literature,1
485146,230,Nonprofit Policy Forum,Germany,Political Sciences and International Relations,1
503347,230,Zbornik radova Pravnog fakulteta u Nisu,Serbia,Law,1
484189,230,Asian Journal of Law and Society,United Kingdom,Law,1
475461,230,Diskurs Kindheits- und Jugendforschung,Germany,"Pedagogical & Educational Research, Interdisciplinary research in the Humanities",2
476293,230,European Review of Contract Law (ERCL),Germany,Law,1
485612,230,Cuadernos de Trabajo Social,Spain,Sociology,1
479816,229,International Review of Sport and Exercise Psychology,United Kingdom,"Psychology, Interdisciplinary research in the Social Sciences",2
469019,229,Journal of African Archaeology,Germany,Archaeology,1
494633,229,Scientific Annals of Economics and Business,Romania,"Business and Management, Economics",2
490750,229,European Journal of Economics and Economic Policies: Intervention,United Kingdom,Economics,1
472685,229,European Journal of Turkish Studies,France,"Anthropology, History, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",6
477673,228,Global Constitutionalism,United Kingdom,Political Sciences and International Relations,1
495345,228,Emerging Science Journal,,"Archaeology, Art and Art History, Gender Studies, Media Studies and Communication, Business and Management, Economics, Science and Technology Studies, Sociology, Environmental Studies, Linguistics, Pedagogical & Educational Research, Philosophy, Psychology, Interdisciplinary research in the Social Sciences",14
498649,228,Acta Paedagogica Vilnensia,Lithuania,Pedagogical & Educational Research,1
475126,228,Global Responsibility to Protect,Netherlands,Law,1
503474,228,Advances in Distributed Computing and Artificial Intelligence Journal,Spain,Science and Technology Studies,1
488809,228,Відкрите освітнє е-середовище сучасного університету,Ukraine,Pedagogical & Educational Research,1
475864,228,Complutum,Spain,Archaeology,1
470894,227,"Journal for the Study of Religion, Nature and Culture (JSRNC)",United Kingdom,"Interdisciplinary research in the Humanities, Religious Studies and Theology",2
480841,227,Classroom Discourse,United Kingdom,Linguistics,1
