OC_omid,issn,EP_id,Publications_in_venue,Open Access
61802128839,['1162-9088'],446618,558,Unknown
680549057,"['1573-1863', '1568-4555']",444296,556,Unknown
6140882097,"['0943-3058', '1570-0682']",444788,556,Unknown
620422716,"['1386-9795', '1741-5918']",445726,556,Unknown
644047247,"['0269-8803', '2151-2124']",419489,555,Unknown
61201301116,"['0033-2674', '2391-5854']",483937,555,Unknown
6190961602,"['1744-6406', '0031-8019']",445724,555,Unknown
6130223593,"['1572-8536', '0019-7246']",441557,555,Unknown
61601649872,"['1753-1063', '1753-1055']",471217,554,Unknown
620287759,"['1466-4208', '1747-7506']",439679,554,Unknown
630905797,"['0266-0830', '1478-9833']",447279,551,Unknown
680839904,"['1460-3586', '1359-1835']",443265,551,Unknown
62202202012,"['1461-7110', '0265-6914']",440410,550,Unknown
62401281885,"['1988-3102', '0210-4466']",481984,549,True
61701796559,"['1753-9129', '1753-9137']",475147,549,Unknown
660789344,"['1337-401X', '1210-3055']",475787,547,Unknown
6403538464,"['1467-6303', '0155-9982']",437122,546,Unknown
61502453290,"['1477-2264', '1048-6801']",483214,546,Unknown
6303711208,"['0899-3408', '1744-5175']",439404,545,Unknown
62201883292,"['2198-0470', '0014-3502']",440531,545,Unknown
6401780341,"['1750-4813', '1750-4821']",471820,545,Unknown
6120234069,"['0955-2367', '1469-2961']",341868,545,Unknown
6240255785,['1746-5729'],487794,542,Unknown
6110332784,"['1744-2648', '1744-2656']",478242,542,Unknown
6210893940,"['0266-3554', '1477-089X']",440942,541,Unknown
670302947,"['1479-2931', '1479-294X']",469887,540,Unknown
62402657039,['1757-5818'],476664,540,Unknown
61102066856,"['0210-2862', '2013-9004']",493767,540,True
6401867778,"['1988-4265', '0018-215X']",441160,540,True
6301852940,"['1988-4230', '0066-5061']",481743,540,True
622049836,"['1988-2793', '1130-2496']",482873,539,True
61301859191,['1644-9584'],477743,539,True
63035618,"['1569-9935', '1387-6740']",445032,539,Unknown
6702159938,"['1724-2142', '1123-9891']",482831,539,Unknown
6130847729,"['1743-727X', '1743-7288']",477286,538,Unknown
61801022448,"['0803-8740', '1502-394X']",340465,537,Unknown
6101304722,"['2052-6148', '0263-7189']",449260,536,Unknown
6701110362,"['1462-6268', '1744-3806']",439906,536,Unknown
62601482920,"['1572-8315', '1573-3750']",487474,535,Unknown
650679716,"['0015-8518', '1471-6860']",440761,535,Unknown
62402018568,"['1145-3370', '2101-0420']",482927,534,Unknown
6240338992,"['2044-2394', '1369-4154']",444158,533,Unknown
6503534985,"['0269-1191', '1477-4542']",440783,533,Unknown
6201837453,"['1030-0112', '1833-6914']",485584,533,Unknown
6503147501,"['0929-6174', '1744-5035']",443647,533,Unknown
6202213475,"['1572-8609', '1382-4554']",442880,533,Unknown
62201206683,"['1748-5819', '0740-770X']",470046,532,Unknown
63027410,"['1463-4996', '1741-2641']",437855,532,Unknown
6501784804,"['1681-116X', '2518-735X']",493242,530,True
6160623984,"['1745-7289', '1745-7297']",471721,529,Unknown
6210576681,"['1041-2573', '1753-3074']",451878,529,Unknown
6180854249,"['1664-2902', '1016-264X']",481119,529,Unknown
62503293206,"['1745-0926', '1745-0918']",483408,528,Unknown
62203046095,"['0080-5319', '2194-4075']",446734,528,Unknown
61101069524,"['0043-2539', '1570-0607']",439897,528,Unknown
61503322911,"['1479-8409', '1479-8417']",451200,527,Unknown
6170745424,"['0922-6567', '0884-0709', '1573-0573']",444498,527,Unknown
6170885956,"['1460-8545', '1468-2370']",441913,525,Unknown
6220159994,"['0268-4160', '1469-218X']",439497,525,Unknown
6801299729,"['2117-539X', '0066-4871']",437875,524,True
617043171,"['2306-3483', '2071-8330']",480332,523,True
660391567,"['2190-6270', '0932-4089']",448252,522,Unknown
620421168,"['1267-4982', '1965-0256']",485481,521,Unknown
61901436734,"['1478-0895', '1478-0887']",471149,521,Unknown
6150459788,['2210-6561'],477918,520,Unknown
637048328,"['0269-7580', '2047-9433']",471117,520,Unknown
61101249354,"['0750-8069', '1638-1580']",441169,519,True
66052780,"['0254-1106', '2182-7435']",477685,519,True
69034505,"['1470-4129', '1741-2994']",444088,518,Unknown
61701564432,"['0016-9161', '2297-7953']",481568,518,Unknown
64030235,"['0332-5865', '1502-4717']",343546,518,Unknown
6150419333,"['1573-1855', '1387-1579']",433769,517,Unknown
640548588,"['1569-1330', '1569-1322']",439325,516,Unknown
619057938,['1363-5387'],476369,514,True
61401289255,['0033-2984'],478734,514,Unknown
6120553381,"['2047-3869', '2047-3877']",481017,514,Unknown
6901940681,['2214-367X'],483578,514,Unknown
6501862458,"['1988-429X', '0034-9712']",488533,513,True
6801417480,"['1476-7430', '1572-5138']",468276,512,Unknown
6602808998,"['1380-2038', '1478-2294']",437989,511,Unknown
6301184425,"['1741-3052', '1473-0952']",434681,510,Unknown
61502692835,"['1744-4233', '1382-5577']",440432,510,Unknown
6150738881,"['1468-2737', '1745-820X']",474898,509,Unknown
6302276666,"['2196-7148', '1867-8319']",478975,508,Unknown
62601125773,"['0022-5266', '1759-3999']",444039,508,Unknown
6702138484,"['2013-0953', '2013-8423']",480557,507,True
6180361991,"['1305-3299', '0896-6346']",476569,506,Unknown
61901241257,['2259-924X'],480850,506,True
61101613363,['2223-1609'],494566,505,Unknown
64048242,['2031-0293'],490818,504,True
61701712405,"['1648-715X', '1648-9179']",471591,504,True
62101419048,"['1421-0185', '1662-0879']",447333,503,Unknown
62601929594,"['2227-6718', '2218-4511']",496486,502,Unknown
6101096269,"['0924-6304', '2543-1684']",503176,502,True
6701293379,"['0843-8714', '2052-7756']",441918,502,Unknown
630998320,['0035-3841'],446630,501,Unknown
61501414298,"['1166-3081', '1958-5780']",470864,499,Unknown
6201489757,"['1988-8376', '1130-2097']",482871,497,True
6240388354,"['1613-0790', '0342-1422']",445223,497,Unknown
61401834935,"['2254-6103', '1133-6137']",496383,497,True
62102209876,['0484-8942'],468676,497,Unknown
670587039,"['0262-5245', '1468-2249']",444995,496,Unknown
61801997288,"['2569-1619', '0044-2992']",448281,495,Unknown
66027028,"['2194-6183', '1540-8884']",485151,495,Unknown
61302396906,['1269-1763'],483024,494,Unknown
61102087608,"['2077-4303', '2077-429X']",486236,492,Unknown
62402626662,"['1755-1714', '1743-4521']",484903,491,Unknown
62101742780,"['0394-7394', '1825-3911']",475987,491,Unknown
63071963,"['0902-7351', '1571-8107']",343084,491,Unknown
6302248204,"['0039-338X', '1502-7791']",342161,491,Unknown
6202239858,"['2049-8470', '2049-8489']",479807,491,Unknown
62101320251,"['2194-6361', '1547-7355']",471954,491,Unknown
63035615,"['0378-4169', '1569-9927']",444440,490,Unknown
61801087845,"['1847-3377', '1330-7533']",489016,489,True
62202446155,"['1365-4802', '1475-7583']",468595,488,Unknown
66029777,"['1741-315X', '1476-1270']",447191,488,Unknown
62301843509,"['1749-5687', '1749-5679']",470910,487,Unknown
6180721336,"['0040-4969', '1743-2952']",447449,486,Unknown
612065869,"['1356-2576', '1470-1235']",447113,485,Unknown
62601301240,"['1474-0532', '0263-6751']",437694,485,Unknown
61402087636,"['2544-3275', '1899-0665']",493779,484,True
6201056029,"['1560-4624', '1741-5055']",469801,483,Unknown
6801341990,"['1475-3022', '1474-7472']",443502,481,Unknown
670301650,"['1614-0001', '2151-2299']",475454,481,Unknown
623028716,"['0048-8046', '1663-4446']",485867,481,Unknown
660604280,"['1871-9791', '1871-9805']",475407,481,Unknown
6703216790,"['1613-0626', '0301-3294']",448267,480,Unknown
6260865529,"['1570-1255', '1875-8754']",441603,479,Unknown
61802219059,"['1570-0631', '0047-2212']",442315,479,Unknown
62302605310,['2271-6092'],488489,479,True
61202022026,"['1724-2150', '1123-9883']",484458,478,Unknown
6210803934,"['1478-8810', '1740-4649']",438204,477,Unknown
6801149000,['0967-3407'],440271,477,Unknown
62102654470,"['1742-058X', '1742-0598']",468529,477,Unknown
62502398040,"['0924-8463', '1572-8382']",438113,477,Unknown
6303520887,"['0042-8469', '2217-4753']",489280,477,True
6140501886,"['0969-9082', '1747-5848']",448172,477,Unknown
69013587,"['1469-3569', '1369-5258']",438755,476,Unknown
6160860033,"['1743-8594', '1743-8586']",470349,474,Unknown
61602188082,"['2044-8414', '1479-4098']",483216,473,Unknown
6220978993,"['2190-6262', '0049-8637']",448260,473,Unknown
6402325087,"['2524-4957', '2524-4965']",486848,472,Unknown
610518345,"['1469-9818', '1463-6204']",443774,472,Unknown
62301803186,"['1468-2362', '1367-0271']",441718,472,Unknown
62401218195,"['0040-7585', '1571-8190']",444374,471,Unknown
62050733,"['2109-9405', '1952-8108']",503987,471,True
61801350314,"['1879-9272', '1879-9264']",477710,471,Unknown
61602146496,"['1576-9402', '1989-4147']",488793,470,True
6190165356,"['1572-8625', '0144-932X']",444467,470,Unknown
6401526149,['2211-6958'],477614,470,Unknown
61601626697,"['1873-0388', '1573-1782', '0251-2513']",441731,469,Unknown
6250316967,"['1752-1378', '1752-1386']",471170,468,Unknown
61509166,"['0022-3611', '1573-0433']",443530,468,Unknown
6603233358,"['0019-7262', '1613-0405']",441556,468,Unknown
6120416415,"['1321-103X', '1834-5530']",476656,468,Unknown
6402843317,"['1750-0133', '1355-5502']",484440,467,Unknown
62101563977,['1875-0281'],471927,466,True
62201686696,"['1782-1428', '1373-847X']",483093,465,Unknown
631035827,"['1572-8544', '1570-1727']",475663,465,Unknown
61902094901,"['2560-4880', '0085-6320']",491615,464,True
6260668194,['1751-1348'],477640,463,Unknown
62201631174,['1733-8077'],471813,463,True
62301773291,['2331-1983'],485377,463,True
61802081142,"['0078-6527', '1877-8372']",449268,462,Unknown
6502330323,"['2083-4594', '1898-6773']",485934,462,True
6902465927,"['2406-1255', '0550-2179']",504102,462,True
6401416916,['1762-6153'],474066,462,True
61201684820,"['1474-0044', '1361-4916']",440507,461,Unknown
690881242,"['0305-8034', '1749-6322']",478840,460,Unknown
6202631805,"['1612-295X', '1613-365X']",468861,459,Unknown
6260922180,"['1750-8495', '1750-8487']",487612,459,Unknown
61101697305,"['1361-4533', '1740-7834']",445192,459,Unknown
61101249479,"['1777-5892', '0751-2708']",484454,458,Unknown
61301027713,"['1944-8260', '0809-8131']",340690,458,Unknown
6110738009,"['1468-1099', '1474-0060']",442260,457,Unknown
6250941128,"['1469-8382', '1363-9811']",441559,456,Unknown
61301659397,"['2174-6486', '0212-4521']",436026,455,True
6160740356,"['1743-7962', '1468-2745']",439232,454,Unknown
61801434823,['1570-8683'],436186,452,Unknown
61501010206,"['1350-5033', '1753-5522']",439458,451,Unknown
65041895,"['1991-7074', '1816-7403']",486444,451,True
6401867860,"['1988-4273', '0210-5810']",471239,451,True
614029697,"['2268-4247', '1141-7161']",482925,450,True
6703216628,"['0014-6242', '1613-0464']",440599,449,Unknown
6220821520,"['1744-0564', '0144-0365']",443198,448,Unknown
6110864438,"['1957-7745', '0982-1783']",482697,448,Unknown
6601444694,"['0791-6035', '2050-5280']",470668,447,Unknown
650522272,"['1749-625X', '0307-0131']",438768,446,Unknown
660184760,"['1754-0402', '1472-9679']",468715,445,Unknown
6302798640,"['1879-4920', '1879-4912']",478921,444,Unknown
6801163952,"['1573-7500', '1389-0166', '1573-7519']",438019,444,Unknown
61803125636,"['2044-0456', '1357-3217']",438629,443,Unknown
62201762018,"['1744-5515', '1574-0196']",476478,442,Unknown
6301505697,"['1758-0854', '1758-0846']",476341,441,Unknown
62501843020,"['1749-6977', '1749-6985']",475306,441,Unknown
641015712,"['1569-9765', '0929-998X']",440808,440,Unknown
6901081368,"['2211-9000', '1660-7112']",486502,440,Unknown
62401342039,"['1745-7823', '1745-7831']",470548,439,Unknown
61101057339,"['1988-3056', '1137-0734']",472803,439,True
6240850903,['0305-9006'],342354,439,Unknown
6101088110,"['1558-5263', '0920-1297']",469844,439,True
640548730,"['1569-1497', '1569-1500']",445681,438,Unknown
61102440789,"['0048-671X', '2202-932X']",446327,438,Unknown
6103150448,"['1430-0532', '1613-415X']",444432,438,Unknown
690554853,"['1755-1692', '1364-9809']",480141,437,Unknown
6402509129,"['1804-2112', '0572-3043']",486020,437,Unknown
62502234502,"['2150-4857', '2150-4865']",476744,435,Unknown
61703316933,"['1386-4238', '1572-8463']",440768,434,Unknown
62402372422,"['1940-8412', '0305-7267']",447276,434,Unknown
61802397952,"['0391-9714', '1742-6316']",412562,433,Unknown
62102077865,['0079-2993'],469068,432,Unknown
6903085458,"['0044-3441', '1570-0739']",448294,431,Unknown
6502427434,"['2366-2794', '0003-9292']",438011,430,Unknown
6202520304,"['0044-3506', '2196-7016']",448299,430,Unknown
6190830336,"['1569-1640', '0085-5553']",343120,430,Unknown
62602669341,"['0374-0463', '1949-0763']",450584,429,Unknown
6301861249,"['8756-6583', '1476-7937']",441224,429,Unknown
6230903861,"['1744-9219', '1744-9200']",470230,429,Unknown
6140450586,"['1754-4750', '1754-4769']",478699,429,Unknown
6170851629,"['0264-2824', '1750-0206']",476483,428,Unknown
620819881,"['0867-6046', '2084-6118']",478376,428,True
62601684984,"['2082-6737', '1508-2008']",484100,427,True
6101501288,"['1988-8368', '0018-2141']",441159,427,True
69061970,"['1572-0373', '1572-0381']",471284,427,Unknown
61201262554,"['0340-2479', '1612-7048']",483983,426,Unknown
6202248557,['2313-5778'],495087,426,True
646066418,"['0954-5867', '1474-0621']",438801,426,Unknown
6240598614,"['2111-5044', '0765-4944']",479252,425,Unknown
61201793315,"['0021-1818', '1613-0928']",439818,425,Unknown
6802778990,"['1244-5460', '1958-9514']",440602,424,Unknown
6403530390,"['0269-0403', '1471-6933']",443980,423,Unknown
6803491213,"['1469-834X', '1359-8139']",441141,423,Unknown
61075149,"['1646-6020', '0870-8231']",482564,422,Unknown
6201373322,"['1745-8927', '1745-8935']",475060,422,Unknown
62201785867,['1697-011X'],473997,421,True
670154352,"['1750-1237', '1750-1229']",476064,421,Unknown
67028869,"['1741-2625', '1469-7874']",437269,421,Unknown
62202214255,"['1314-2488', '1619-0033']",479826,421,True
670815734,"['1941-9899', '1941-9902']",476467,420,Unknown
660457847,"['1754-3266', '1754-3274']",492779,420,Unknown
62102011152,"['2104-404X', '1262-2966']",470013,420,Unknown
62301729103,"['1477-5700', '1741-2676']",439305,419,Unknown
611030684,"['1745-8188', '0961-5652']",482684,418,Unknown
6180586871,"['1743-971X', '1350-1674']",440025,418,Unknown
62501300604,"['0034-8341', '1988-3188']",446549,418,True
66044803,"['0805-9535', '0804-8452']",342236,418,True
652030197,"['0263-9904', '1745-8153']",451604,417,Unknown
62502676540,"['0075-1634', '1748-6181']",451955,417,Unknown
61203136079,['1466-4615'],451026,416,True
640792046,"['0167-9848', '1572-8501']",441288,416,Unknown
6801459877,"['0047-2662', '1569-1624']",443529,416,Unknown
6501169788,"['1571-8166', '1388-364X']",440460,415,Unknown
69053519,"['1868-6303', '1868-6311']",485062,414,Unknown
638035486,"['2398-4961', '0047-8105']",444962,414,Unknown
61403203,"['0257-3032', '1564-6971']",447707,413,Unknown
6701606740,"['0860-150X', '2199-6059']",482530,412,True
61101808121,"['1613-0723', '0022-7498']",444155,412,Unknown
645012940,"['0084-6724', '1573-6121']",471520,411,Unknown
620912961,"['1744-9642', '1744-9650']",475495,411,Unknown
6402159353,"['1743-940X', '0951-8967']",444735,411,Unknown
670647865,"['2190-8370', '2151-2604']",481191,410,Unknown
6301490918,"['0014-1496', '1988-8546']",488532,410,True
6101339207,"['1775-4283', '1281-2463']",476337,410,Unknown
6602589913,"['2083-8298', '1732-4254']",484751,410,Unknown
6401798883,['2732-5121'],500028,410,True
6240939885,"['1356-9317', '1469-9613']",417780,410,Unknown
617054076,"['2104-3728', '1960-1360']",491430,409,Unknown
6240899606,"['0590-8876', '1749-6306']",451173,409,Unknown
6150879549,['1525-383X'],451212,407,Unknown
61702740634,"['1532-7922', '1529-5192']",445595,407,Unknown
62301437285,"['1478-1700', '1751-2921']",471870,407,Unknown
690167751,"['1383-7427', '1573-3823']",481424,406,Unknown
61502095076,"['1740-0228', '1740-0236']",469340,406,Unknown
61602242214,['2001-7367'],443450,406,Unknown
6301490756,"['0210-9174', '1988-8538']",446548,406,True
6170432934,"['1478-0046', '1478-0038']",439637,404,Unknown
62035371,"['2544-0659', '2081-6960']",499308,404,True
62101693989,"['0066-4774', '2056-8819']",437866,404,Unknown
6801828752,['1306-3030'],472914,403,Unknown
640207328,"['1745-5189', '0966-7350']",476410,402,Unknown
6602136389,"['2331-2548', '1348-8678']",487898,402,Unknown
6120581641,['1958-5500'],486594,402,True
61601222269,['1760-5393'],476220,401,True
61901791575,"['1754-0194', '1754-0208']",471803,401,Unknown
610266208,['1746-6660'],470710,400,Unknown
62301255605,"['1733-1218', '2719-826X']",500311,398,True
62401776925,"['2032-3913', '2032-3921']",476586,398,True
6210227238,"['0263-5232', '2051-5367', '2051-5375']",487053,398,Unknown
62201580828,['0001-6241'],437225,397,Unknown
62201863049,"['1385-4879', '1571-8115']",423856,396,Unknown
62302607753,"['2295-9718', '1250-7334']",437874,395,Unknown
61501476793,['1576-4737'],470314,394,True
61703076006,['1747-938X'],470444,394,Unknown
6802368426,"['2300-195X', '0023-5172']",481602,393,Unknown
67060980,['1777-5272'],472351,393,Unknown
6703216979,"['0003-7982', '1613-0642']",437986,393,Unknown
621052020,"['1504-3010', '1503-6707']",434532,393,Unknown
6120898327,"['1932-4391', '1932-443X']",471094,391,Unknown
61801388332,['2409-9287'],490330,389,True
6202309748,"['1334-4684', '1334-4676']",472907,389,True
62501414884,['1420-2530'],486379,387,Unknown
69034436,"['1475-2409', '1741-2943']",443685,387,Unknown
614044428,"['2431-210X', '0987-6014']",491082,386,True
61901012200,"['1568-5373', '1567-7095']",442619,386,Unknown
690224144,"['1364-5145', '1755-7550']",451675,386,Unknown
6120435408,"['1474-225X', '1747-0234']",469923,386,Unknown
61099200,"['1741-1920', '1741-1912']",440369,386,Unknown
62401610994,"['1752-6272', '1752-6280']",476938,386,Unknown
62201808723,['0035-1601'],446599,384,Unknown
6801276857,"['1745-5243', '1740-4681']",468731,384,Unknown
62101391650,"['0928-9569', '1571-8174']",440423,383,Unknown
633059888,"['1350-1771', '1748-8893', '1748-8885']",478477,383,Unknown
62601843434,"['1854-2492', '1408-967X']",483145,383,True
61201977652,"['1753-5530', '1465-5187']",342189,382,Unknown
67028943,"['1651-2294', '0023-3609']",444206,382,Unknown
6102477252,['1733-8069'],485251,381,True
6220987364,"['2104-3825', '0035-3264']",446625,380,Unknown
62603120060,"['1168-4917', '2271-5444']",482938,380,True
614051007,"['1777-5388', '1252-6576']",438786,379,Unknown
639044131,"['1470-594X', '1741-3060']",434954,379,Unknown
6201612975,"['0214-9877', '2603-5987']",498302,378,True
61602777728,['0220-6617'],483473,377,True
62303098189,"['1568-5349', '0042-7543']",448068,374,Unknown
61902128779,"['1131-5598', '1988-2408']",474355,374,True
6240990148,"['1468-0254', '0963-9462']",440010,374,Unknown
6801854686,"['0213-4691', '1989-9890']",473074,374,True
6902411648,"['1746-0662', '1746-0654']",450972,373,Unknown
615027239,"['1741-2951', '1469-6053']",443738,373,Unknown
6303156553,"['1570-5854', '1568-0258']",445680,373,Unknown
620612784,"['1775-3732', '0767-709X']",482461,373,Unknown
61201245076,"['1477-2809', '0197-3762']",448065,373,Unknown
61302653338,"['0956-7933', '1474-0656']",446695,372,Unknown
6502592711,['0015-2218'],342725,372,Unknown
61902665661,"['1741-8992', '1741-8984']",473468,372,Unknown
6303138240,"['0248-4951', '2297-3850']",445287,371,Unknown
6201489821,"['1988-8384', '0013-6662']",440204,370,True
6601228639,"['0211-6820', '1697-9540']",486257,370,True
62501577248,['1803-8417'],479199,368,True
6260975502,"['1620-3224', '2262-8363']",483332,368,True
6260839308,['1877-8585'],476612,368,Unknown
61401880346,['2344-5416'],487074,368,True
6230400570,"['1613-3838', '0341-7638']",443214,367,Unknown
6101870061,['1989-9947'],489112,366,True
613029101,"['1555-5879', '2194-6000']",475200,366,Unknown
614046436,"['1221-8618', '1844-8585']",481102,365,Unknown
6260859699,"['0012-4273', '1969-6965']",448222,365,Unknown
61902889543,"['1381-4338', '1573-7020']",442781,364,Unknown
62202777343,"['1755-7747', '1755-7739']",475541,364,Unknown
62101651994,['2196-7822'],480722,363,True
6160739074,"['1477-0385', '0968-3445']",448086,363,Unknown
61101808274,"['0079-4848', '1613-0804']",445990,363,Unknown
6170332675,"['0925-8558', '1572-8560']",442774,363,Unknown
6301680705,"['2014-4539', '1578-8946']",472199,363,True
6802328394,"['0013-3264', '1820-7375']",500518,362,True
626081172,"['1745-5170', '1355-8358']",484074,361,Unknown
61801270648,"['1944-3927', '1944-3919']",485031,361,Unknown
6801100838,"['0232-8461', '2196-6761']",483970,361,Unknown
61301406632,"['1212-415X', '2533-7610']",484044,360,Unknown
6101515086,"['2374-5118', '2374-5126']",486387,360,Unknown
641015635,"['0929-9971', '1569-9994']",447430,359,Unknown
61901086288,"['2213-4794', '2213-4808']",486504,359,Unknown
625040094,"['1773-018X', '1276-8707']",490962,359,True
62401321847,"['1362-7937', '2050-456X']",440992,359,Unknown
6110213530,"['1755-201X', '1460-8235']",475529,358,Unknown
6902803498,"['1528-8870', '2049-7636']",486060,358,Unknown
61402747579,"['2271-6149', '0220-5610']",438787,355,True
610974127,"['1622-468X', '1963-1022']",484484,354,True
62401281656,"['1988-3110', '0066-6742']",470294,354,True
6202451901,"['1406-4243', '1736-7409']",476971,353,True
62201053481,['2081-6383'],484800,352,True
61802071438,['2367-7163'],494121,351,True
6220733039,"['1474-0052', '0968-5650']",440662,351,Unknown
6402290777,"['0023-9909', '1868-0267']",475364,351,Unknown
61099128,"['2040-0594', '1741-1548']",450969,351,Unknown
62202417611,"['2326-8743', '2326-8751']",480635,350,Unknown
62201813617,"['1972-5620', '0391-6081']",478653,350,Unknown
62050731,['1765-2723'],471984,350,True
65043399,"['2309-2351', '2072-9480']",488830,349,Unknown
61601512376,"['1956-3485', '2111-4838']",483474,349,Unknown
644035087,"['1572-8579', '0334-701X']",442276,349,Unknown
63036579,"['1878-9714', '1878-9722']",477635,348,Unknown
619029394,"['1470-1847', '1469-9524']",443080,348,Unknown
6801819870,['2365-9440'],489067,347,True
640840501,"['1359-1355', '1474-0516']",438068,347,Unknown
6803291183,"['1384-6647', '1569-982X']",442143,346,Unknown
61201657713,"['1139-613X', '2174-5374']",476151,346,True
680924001,"['1875-368X', '1386-1204']",480558,345,Unknown
61701026101,"['1750-0192', '1354-991X']",483075,345,Unknown
6201366818,"['1876-3316', '0094-288X']",446702,345,Unknown
62401990841,"['1132-0559', '2173-4712']",485512,345,True
6180613273,['0021-9657'],481596,344,Unknown
62203025729,"['1318-5454', '1581-1832']",479857,343,True
6703449581,"['0309-0728', '1745-8196']",475763,343,Unknown
652069068,"['1477-8564', '0954-6650']",443925,343,Unknown
61701025989,"['1750-0230', '1354-9901']",468910,341,Unknown
62602659017,"['1743-5234', '2040-090X']",477526,341,Unknown
6801774431,"['2081-2221', '1899-4849']",480071,341,True
630325383,"['2029-7947', '2029-7955']",479612,340,True
62401234528,['2719-9452'],496784,340,True
62602164454,"['0075-2800', '2196-6842']",442242,340,Unknown
6102160927,"['1392-1258', '2424-6166']",498652,340,True
6502220473,"['1542-7633', '1387-5868']",447118,339,Unknown
610241949,"['1471-6917', '0955-2340']",443174,339,Unknown
61102617807,"['1422-6960', '1422-6944']",445807,339,Unknown
61301907371,['2264-7228'],485853,339,True
62201847054,"['2046-7435', '2046-7443']",477670,338,Unknown
6303156441,"['1573-1723', '1570-2081']",440102,338,Unknown
68048984,"['1613-4079', '0921-4771']",446032,338,Unknown
61502384822,"['1749-6292', '0305-5477']",479924,337,Unknown
611055852,"['2451-909X', '1598-7647']",468546,337,Unknown
650609566,['1577-0354'],474014,337,True
62401641487,"['0211-3589', '1988-2955']",437518,337,True
6190664258,"['0957-6851', '1569-9838']",451037,336,Unknown
6301371045,"['1746-0263', '1746-0271']",483409,336,Unknown
6401711965,"['0430-8778', '1759-670X']",440714,334,Unknown
6150831310,"['0085-2376', '1570-064X']",442443,334,Unknown
61401471967,['2079-3200'],490560,334,True
62301939765,['2036-4091'],485765,334,True
6170396025,"['1866-9808', '1866-9859']",476528,334,Unknown
62301589640,"['0001-6446', '1588-2667']",480008,333,Unknown
62602746757,"['2272-9852', '0247-381X']",439606,333,True
6140276188,"['1752-2366', '0822-7942']",340810,331,Unknown
62201112440,"['1434-4599', '1553-2739']",447583,330,Unknown
6901849839,"['1503-111X', '0800-3831']",340751,330,Unknown
61701802749,"['0721-9067', '1613-3706']",448317,330,True
62501953720,"['1803-6104', '1214-813X']",485425,328,True
65049443,"['1804-1728', '1804-171X']",484880,327,True
62502635002,"['1748-619X', '0261-4340']",471764,327,Unknown
61301048683,"['0309-5207', '1759-7811']",451143,327,Unknown
62101014752,"['0927-2569', '1568-5152']",438387,327,Unknown
6202175312,"['1864-1105', '2151-2388']",475447,326,Unknown
61301048902,"['0309-6564', '1759-7854']",478831,326,Unknown
61501436653,"['2428-3606', '1768-9260']",483801,326,Unknown
61401070695,"['0373-6075', '2507-0185']",446613,326,Unknown
6110325637,['2048-7754'],489164,326,True
62402380250,"['1746-1987', '1746-1979']",470865,326,Unknown
62301944972,['2352-6734'],484997,326,Unknown
6303557371,['1871-515X'],474309,326,True
62101934187,"['1130-2887', '2340-4396']",471379,325,True
61065247,"['1027-3239', '2518-1203']",500257,325,Unknown
61801979541,"['1465-3591', '1755-1730']",468971,325,Unknown
62501299833,"['1988-3129', '1130-8001']",485899,324,True
61102634227,"['0143-3768', '2160-2506']",479167,324,Unknown
61601885254,['1286-4986'],470313,323,True
636069660,"['0942-8704', '2194-4032']",441191,323,Unknown
6802765715,"['1993-7989', '1993-7997']",494207,323,True
6201345664,"['1474-6719', '1474-6700']",447724,323,Unknown
61201436213,"['1571-0726', '1571-0718']",471063,323,Unknown
61401983984,"['1752-4989', '0021-1400']",481586,322,Unknown
62401444442,"['0952-7648', '1743-1700']",468623,322,Unknown
6403201020,"['1960-6052', '1146-6480']",474573,322,Unknown
6702459396,"['2214-8590', '2214-594X']",483679,322,True
6210297214,['1759-6599'],484790,321,Unknown
6120998458,"['0729-2473', '2042-4345']",482436,321,Unknown
637037072,"['1756-381X', '0047-729X']",449266,321,Unknown
6130530562,"['1745-5235', '0953-9468']",477777,320,Unknown
670326880,"['1744-1854', '1750-0109']",451484,320,Unknown
6230351798,"['0221-6280', '2102-5452']",482046,320,Unknown
6180882356,"['2190-6289', '0943-8149']",475765,320,Unknown
6603054684,"['1568-1475', '1569-9773']",440959,319,Unknown
6201716641,"['0168-647X', '1614-7316']",342962,319,Unknown
6220919575,['1697-2600'],472937,317,True
66044515,"['0807-7487', '0332-5415']",340160,317,Unknown
625037124,"['1569-9854', '1566-5852']",443054,317,Unknown
610278010,['0033-4987'],446258,317,Unknown
6120685173,"['1752-9727', '1752-9719']",476497,316,Unknown
61801604732,"['1728-6239', '1728-6220']",486471,316,Unknown
61401107774,"['1581-8314', '1581-6613']",472011,316,True
61302118004,"['1898-0198', '1730-4237']",484832,316,True
62502661743,"['2197-912X', '0044-2674']",448262,315,Unknown
6801802105,"['2040-0918', '1740-8296']",468528,315,Unknown
6402766017,"['1438-9460', '0932-8114']",476408,315,Unknown
6502245681,"['1746-8477', '1746-8485']",474707,315,Unknown
6701015064,"['1741-5160', '1465-6612']",475467,314,Unknown
680331732,"['1744-2222', '1744-2230']",468624,314,Unknown
62501579867,"['2427-920X', '2100-1340']",489622,314,True
61101848313,['2009-4078'],500495,314,True
6403201262,"['2272-9828', '1147-6753']",438886,313,True
6802549106,"['2353-883X', '2353-8821']",484523,313,True
61702842707,"['1593-7879', '1860-1839']",484459,313,Unknown
6702777885,"['0108-8416', '2212-9715']",445300,312,Unknown
